0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	1	0
0	0	2	0
0	0	4	0
0	0	5	0
0	0	6	0
0	1	6	0
1	2	5	0
2	3	4	0
3	4	3	0
3	4	3	0
3	3	4	0
3	2	5	2
2	2	6	3
2	2	7	4
3	3	8	5
3	4	8	6
4	6	7	6
4	7	6	5
4	8	6	4
4	9	6	3
5	10	7	3
6	10	8	4
9	10	10	6
10	9	11	7
11	9	12	9
10	8	12	9
8	7	12	9
5	6	11	7
3	6	10	6
2	5	8	4
3	5	8	4
5	5	8	4
8	5	8	5
12	5	9	6
14	5	9	8
15	5	10	9
15	4	10	9
13	4	9	9
10	4	8	9
7	3	7	9
5	3	6	9
4	3	6	9
3	2	6	9
3	2	6	9
3	2	5	9
3	2	5	8
3	2	4	6
5	1	3	5
5	1	2	4
5	1	3	3
5	1	4	2
4	2	5	2
3	2	7	2
2	2	8	2
0	1	9	2
0	1	8	1
0	0	7	1
0	0	6	0
0	0	5	0
0	0	4	0
0	1	4	0
0	2	4	0
0	2	3	0
0	2	3	0
0	2	3	1
0	1	4	1
0	0	4	1
0	0	4	1
0	0	3	0
0	0	3	0
0	0	2	0
0	0	1	0
0	0	0	1
0	0	0	1
0	0	0	1
0	0	0	1
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
